responseId,participantId,assignmentId,trialIndex,scenarioId,scenarioType,scenarioPerson,condition,opponent,choice,rating,elapsedMs,side,chosen
673231ca547cd8ac8dfbffd6:12:1,673231ca547cd8ac8dfbffd6,12,1,jonah_task,task,jonah,mind,soul,right,6,150249,left,0.0
6a0b4a8f9f3c68331cf44591:29:2,6a0b4a8f9f3c68331cf44591,29,2,alex_daily,daily,alex,soul,mind,right,7,289615,left,0.0
67d9c56cfb7d8efbf59c3541:16:3,67d9c56cfb7d8efbf59c3541,16,3,priya_task,task,priya,mind,soul,left,9,125512,left,1.0
67e84556ca4ec6016a518cc4:39:5,67e84556ca4ec6016a518cc4,39,5,maya_task,task,maya,body,mind,right,8,138410,left,0.0
6737449def4924366e15da55:6:2,6737449def4924366e15da55,6,2,jonah_daily,daily,jonah,baseline,soul,right,2,238269,left,0.0
605ce029102320a2825111ef:15:1,605ce029102320a2825111ef,15,1,jonah_task,task,jonah,full,body,left,9,132169,left,1.0
5f45866db58295196efa95f1:9:3,5f45866db58295196efa95f1,9,3,jonah_task,task,jonah,body,full,right,3,140646,left,0.0
667f093681caac1b3478499a:3:3,667f093681caac1b3478499a,3,3,jonah_task,task,jonah,baseline,soul,right,4,94862,left,0.0
66ff0a0dcd4370bb07f02ab3:30:3,66ff0a0dcd4370bb07f02ab3,30,3,serena_task,task,serena,soul,full,right,5,193210,left,0.0
60dcae3d9a88d4d19b0931f5:1:5,60dcae3d9a88d4d19b0931f5,1,5,priya_task,task,priya,mind,full,right,7,78647,left,0.0
6a21f3ec20ac6ad000db057e:6:3,6a21f3ec20ac6ad000db057e,6,3,jonah_task,task,jonah,soul,mind,right,9,74076,left,0.0
67210a7818b93a105b733212:37:1,67210a7818b93a105b733212,37,1,alex_task,task,alex,mind,baseline,right,6,356911,left,0.0
6a11e96e121c58edac86d8ae:40:2,6a11e96e121c58edac86d8ae,40,2,maya_daily,daily,maya,mind,full,right,5,128956,left,0.0
67232cb4fdfbe649d078af30:35:4,67232cb4fdfbe649d078af30,35,4,maya_daily,daily,maya,body,soul,right,4,111693,left,0.0
60e465e96725db9f745b9ba5:47:1,60e465e96725db9f745b9ba5,47,1,serena_task,task,serena,baseline,mind,left,9,287356,left,1.0
697b0cb0c7d40764da9869db:18:5,697b0cb0c7d40764da9869db,18,5,alex_task,task,alex,baseline,full,left,10,94325,left,1.0
67d9c56cfb7d8efbf59c3541:16:4,67d9c56cfb7d8efbf59c3541,16,4,alex_daily,daily,alex,full,body,left,9,81209,left,1.0
605ce029102320a2825111ef:15:2,605ce029102320a2825111ef,15,2,priya_daily,daily,priya,baseline,body,left,9,78870,left,1.0
672289c4feed35d829d563a6:6:4,672289c4feed35d829d563a6,6,4,priya_daily,daily,priya,body,full,right,9,57954,left,0.0
697a978f0b6dffb1045756dd:18:3,697a978f0b6dffb1045756dd,18,3,priya_task,task,priya,body,soul,left,10,194213,left,1.0
673231ca547cd8ac8dfbffd6:12:2,673231ca547cd8ac8dfbffd6,12,2,priya_daily,daily,priya,full,body,right,7,133895,left,0.0
67d1a8b13bd1f195b6457311:19:2,67d1a8b13bd1f195b6457311,19,2,priya_daily,daily,priya,mind,soul,right,4,125660,left,0.0
6a21f3ec20ac6ad000db057e:6:4,6a21f3ec20ac6ad000db057e,6,4,priya_daily,daily,priya,body,full,right,7,97707,left,0.0
672289c4feed35d829d563a6:6:5,672289c4feed35d829d563a6,6,5,priya_task,task,priya,body,baseline,left,9,45923,left,1.0
6a11e96e121c58edac86d8ae:40:3,6a11e96e121c58edac86d8ae,40,3,maya_task,task,maya,full,soul,right,6,97792,left,0.0
611ebe16f706cd0ee4f4f876:23:1,611ebe16f706cd0ee4f4f876,23,1,priya_task,task,priya,mind,full,left,6,199023,left,1.0
60e465e96725db9f745b9ba5:47:2,60e465e96725db9f745b9ba5,47,2,maya_daily,daily,maya,full,baseline,right,9,89996,left,0.0
6a0b4a8f9f3c68331cf44591:29:3,6a0b4a8f9f3c68331cf44591,29,3,alex_task,task,alex,body,full,right,7,162136,left,0.0
66ff0a0dcd4370bb07f02ab3:30:4,66ff0a0dcd4370bb07f02ab3,30,4,maya_daily,daily,maya,soul,baseline,right,6,144240,left,0.0
605ce029102320a2825111ef:15:3,605ce029102320a2825111ef,15,3,priya_task,task,priya,body,mind,left,8,82544,left,1.0
67232cb4fdfbe649d078af30:35:5,67232cb4fdfbe649d078af30,35,5,maya_task,task,maya,mind,baseline,right,5,119185,left,0.0
67d1a8b13bd1f195b6457311:19:3,67d1a8b13bd1f195b6457311,19,3,priya_task,task,priya,full,body,right,3,47249,left,0.0
67210a7818b93a105b733212:37:2,67210a7818b93a105b733212,37,2,serena_daily,daily,serena,baseline,full,right,6,146866,left,0.0
67d8270aba9f1c19f16caa6c:9:2,67d8270aba9f1c19f16caa6c,9,2,jonah_daily,daily,jonah,soul,mind,right,6,269737,left,0.0
6737449def4924366e15da55:6:3,6737449def4924366e15da55,6,3,jonah_task,task,jonah,soul,mind,right,1,205575,left,0.0
6a21f3ec20ac6ad000db057e:6:5,6a21f3ec20ac6ad000db057e,6,5,priya_task,task,priya,body,baseline,left,9,72600,left,1.0
67d0094243dae460e5682b51:44:2,67d0094243dae460e5682b51,44,2,maya_daily,daily,maya,baseline,mind,left,9,278711,left,1.0
611ebe16f706cd0ee4f4f876:23:2,611ebe16f706cd0ee4f4f876,23,2,alex_daily,daily,alex,full,soul,right,4,59942,left,0.0
667f093681caac1b3478499a:3:4,667f093681caac1b3478499a,3,4,priya_daily,daily,priya,soul,mind,right,4,197411,left,0.0
67d9c56cfb7d8efbf59c3541:16:5,67d9c56cfb7d8efbf59c3541,16,5,alex_task,task,alex,baseline,body,left,9,132101,left,1.0
673231ca547cd8ac8dfbffd6:12:3,673231ca547cd8ac8dfbffd6,12,3,priya_task,task,priya,baseline,body,left,8,99637,left,1.0
697a978f0b6dffb1045756dd:18:4,697a978f0b6dffb1045756dd,18,4,alex_daily,daily,alex,mind,baseline,left,8,149636,left,1.0
67d012f35c929bac3118c6f5:15:0,67d012f35c929bac3118c6f5,15,0,jonah_daily,daily,jonah,mind,soul,right,8,66526,left,0.0
60e465e96725db9f745b9ba5:47:3,60e465e96725db9f745b9ba5,47,3,maya_task,task,maya,mind,full,left,8,105462,left,1.0
5f45866db58295196efa95f1:9:4,5f45866db58295196efa95f1,9,4,priya_daily,daily,priya,body,baseline,left,5,252504,left,1.0
69dd6ad13b039a859ddf8d61:3:0,69dd6ad13b039a859ddf8d61,3,0,maya_daily,daily,maya,full,baseline,right,1,451419,left,0.0
611ebe16f706cd0ee4f4f876:23:3,611ebe16f706cd0ee4f4f876,23,3,alex_task,task,alex,baseline,soul,left,7,51551,left,1.0
667f093681caac1b3478499a:3:5,667f093681caac1b3478499a,3,5,priya_task,task,priya,body,full,right,5,60737,left,0.0
6a11e96e121c58edac86d8ae:40:4,6a11e96e121c58edac86d8ae,40,4,jonah_daily,daily,jonah,baseline,soul,right,6,137098,left,0.0
67210a7818b93a105b733212:37:3,67210a7818b93a105b733212,37,3,serena_task,task,serena,full,mind,right,5,95463,left,0.0
673360818b5b7adc97b37846:15:0,673360818b5b7adc97b37846,15,0,jonah_daily,daily,jonah,mind,soul,right,6,192528,left,0.0
605ce029102320a2825111ef:15:4,605ce029102320a2825111ef,15,4,alex_daily,daily,alex,body,soul,right,6,133431,left,0.0
66ff0a0dcd4370bb07f02ab3:30:5,66ff0a0dcd4370bb07f02ab3,30,5,maya_task,task,maya,mind,soul,left,7,166009,left,1.0
611ebe16f706cd0ee4f4f876:23:4,611ebe16f706cd0ee4f4f876,23,4,serena_daily,daily,serena,soul,mind,left,7,77911,left,1.0
67d1a8b13bd1f195b6457311:19:4,67d1a8b13bd1f195b6457311,19,4,alex_daily,daily,alex,baseline,body,left,9,177971,left,1.0
673231ca547cd8ac8dfbffd6:12:4,673231ca547cd8ac8dfbffd6,12,4,alex_daily,daily,alex,body,mind,right,3,135680,left,0.0
697a978f0b6dffb1045756dd:18:5,697a978f0b6dffb1045756dd,18,5,alex_task,task,alex,baseline,full,left,3,136441,left,1.0
6a11e96e121c58edac86d8ae:40:5,6a11e96e121c58edac86d8ae,40,5,jonah_task,task,jonah,soul,mind,right,7,101002,left,0.0
67d8270aba9f1c19f16caa6c:9:3,67d8270aba9f1c19f16caa6c,9,3,jonah_task,task,jonah,body,full,right,6,205174,left,0.0
60e465e96725db9f745b9ba5:47:4,60e465e96725db9f745b9ba5,47,4,jonah_daily,daily,jonah,full,soul,right,6,145090,left,0.0
6a0b4a8f9f3c68331cf44591:29:4,6a0b4a8f9f3c68331cf44591,29,4,serena_daily,daily,serena,body,baseline,right,6,259854,left,0.0
5f45866db58295196efa95f1:9:5,5f45866db58295196efa95f1,9,5,priya_task,task,priya,mind,body,left,5,150956,left,1.0
611ebe16f706cd0ee4f4f876:23:5,611ebe16f706cd0ee4f4f876,23,5,serena_task,task,serena,body,full,right,3,76027,left,0.0
673360818b5b7adc97b37846:15:1,673360818b5b7adc97b37846,15,1,jonah_task,task,jonah,full,body,right,6,139564,left,0.0
673231ca547cd8ac8dfbffd6:12:5,673231ca547cd8ac8dfbffd6,12,5,alex_task,task,alex,body,soul,right,6,79980,left,0.0
67d1a8b13bd1f195b6457311:19:5,67d1a8b13bd1f195b6457311,19,5,alex_task,task,alex,body,mind,right,5,96569,left,0.0
605ce029102320a2825111ef:15:5,605ce029102320a2825111ef,15,5,alex_task,task,alex,mind,baseline,left,8,160857,left,1.0
6737449def4924366e15da55:6:4,6737449def4924366e15da55,6,4,priya_daily,daily,priya,body,full,right,7,274988,left,0.0
66a5fe222e68e08d31cb37db:5:0,66a5fe222e68e08d31cb37db,5,0,maya_daily,daily,maya,soul,mind,right,4,291494,left,0.0
60e465e96725db9f745b9ba5:47:5,60e465e96725db9f745b9ba5,47,5,jonah_task,task,jonah,baseline,soul,right,5,88167,left,0.0
67d0094243dae460e5682b51:44:3,67d0094243dae460e5682b51,44,3,maya_task,task,maya,full,baseline,right,7,286842,left,0.0
6655ebfe7ae504e7ac8a35d7:21:1,6655ebfe7ae504e7ac8a35d7,21,1,priya_task,task,priya,mind,body,right,10,179517,left,0.0
6a0b4a8f9f3c68331cf44591:29:5,6a0b4a8f9f3c68331cf44591,29,5,serena_task,task,serena,mind,body,left,9,102634,left,1.0
69dd6ad13b039a859ddf8d61:3:1,69dd6ad13b039a859ddf8d61,3,1,maya_task,task,maya,mind,full,left,9,269142,left,1.0
67d0094243dae460e5682b51:44:4,67d0094243dae460e5682b51,44,4,jonah_daily,daily,jonah,mind,full,right,7,159973,left,0.0
6737449def4924366e15da55:6:5,6737449def4924366e15da55,6,5,priya_task,task,priya,body,baseline,right,6,217555,left,0.0
673360818b5b7adc97b37846:15:2,673360818b5b7adc97b37846,15,2,priya_daily,daily,priya,baseline,body,left,8,301048,left,1.0
69dd6ad13b039a859ddf8d61:3:2,69dd6ad13b039a859ddf8d61,3,2,jonah_daily,daily,jonah,full,soul,left,9,214967,left,1.0
67d8270aba9f1c19f16caa6c:9:4,67d8270aba9f1c19f16caa6c,9,4,priya_daily,daily,priya,body,baseline,right,2,358304,left,0.0
67d0094243dae460e5682b51:44:5,67d0094243dae460e5682b51,44,5,jonah_task,task,jonah,full,soul,left,9,101617,left,1.0
6655ebfe7ae504e7ac8a35d7:21:2,6655ebfe7ae504e7ac8a35d7,21,2,alex_daily,daily,alex,soul,body,right,3,259596,left,0.0
66a5fe222e68e08d31cb37db:5:1,66a5fe222e68e08d31cb37db,5,1,maya_task,task,maya,body,full,right,6,297516,left,0.0
6a1f5bcb307678d7273e0f32:19:0,6a1f5bcb307678d7273e0f32,19,0,jonah_daily,daily,jonah,soul,full,right,5,46482,left,0.0
69dd6ad13b039a859ddf8d61:3:3,69dd6ad13b039a859ddf8d61,3,3,jonah_task,task,jonah,baseline,soul,left,10,73099,left,1.0
6a1f5bcb307678d7273e0f32:19:1,6a1f5bcb307678d7273e0f32,19,1,jonah_task,task,jonah,soul,baseline,left,8,89092,left,1.0
6655ebfe7ae504e7ac8a35d7:21:3,6655ebfe7ae504e7ac8a35d7,21,3,alex_task,task,alex,baseline,mind,left,10,150125,left,1.0
66a5fe222e68e08d31cb37db:5:2,66a5fe222e68e08d31cb37db,5,2,jonah_daily,daily,jonah,body,baseline,right,7,145387,left,0.0
67d8270aba9f1c19f16caa6c:9:5,67d8270aba9f1c19f16caa6c,9,5,priya_task,task,priya,mind,body,left,9,178584,left,1.0
69dd6ad13b039a859ddf8d61:3:4,69dd6ad13b039a859ddf8d61,3,4,priya_daily,daily,priya,soul,mind,right,4,115273,left,0.0
6a1f5bcb307678d7273e0f32:19:2,6a1f5bcb307678d7273e0f32,19,2,priya_daily,daily,priya,mind,soul,left,9,68585,left,1.0
66a5fe222e68e08d31cb37db:5:3,66a5fe222e68e08d31cb37db,5,3,jonah_task,task,jonah,mind,body,left,8,73715,left,1.0
6a1f5bcb307678d7273e0f32:19:3,6a1f5bcb307678d7273e0f32,19,3,priya_task,task,priya,full,body,left,9,45561,left,1.0
673360818b5b7adc97b37846:15:4,673360818b5b7adc97b37846,15,4,alex_daily,daily,alex,body,soul,right,8,199842,left,0.0
6a1f5bcb307678d7273e0f32:19:4,6a1f5bcb307678d7273e0f32,19,4,alex_daily,daily,alex,baseline,body,right,5,45943,left,0.0
69dd6ad13b039a859ddf8d61:3:5,69dd6ad13b039a859ddf8d61,3,5,priya_task,task,priya,body,full,right,3,122692,left,0.0
6a1f5bcb307678d7273e0f32:19:5,6a1f5bcb307678d7273e0f32,19,5,alex_task,task,alex,body,mind,right,7,46837,left,0.0
6a1b7ab1165d4354b5e8b718:46:0,6a1b7ab1165d4354b5e8b718,46,0,serena_daily,daily,serena,mind,full,left,8,228786,left,1.0
66a5fe222e68e08d31cb37db:5:4,66a5fe222e68e08d31cb37db,5,4,priya_daily,daily,priya,soul,body,right,6,161963,left,0.0
673360818b5b7adc97b37846:15:5,673360818b5b7adc97b37846,15,5,alex_task,task,alex,mind,baseline,left,8,109890,left,1.0
66a5fe222e68e08d31cb37db:5:5,66a5fe222e68e08d31cb37db,5,5,priya_task,task,priya,baseline,mind,left,9,49577,left,1.0
6655ebfe7ae504e7ac8a35d7:21:4,6655ebfe7ae504e7ac8a35d7,21,4,serena_daily,daily,serena,full,baseline,right,3,324592,left,0.0
6695360f96ecb0ec51bdbf5e:19:0,6695360f96ecb0ec51bdbf5e,19,0,jonah_daily,daily,jonah,soul,full,left,10,417556,left,1.0
6a1b7ab1165d4354b5e8b718:46:1,6a1b7ab1165d4354b5e8b718,46,1,serena_task,task,serena,full,soul,left,8,239230,left,1.0
6655ebfe7ae504e7ac8a35d7:21:5,6655ebfe7ae504e7ac8a35d7,21,5,serena_task,task,serena,mind,full,right,5,151610,left,0.0
695fe101e718a910de31cbab:17:0,695fe101e718a910de31cbab,17,0,jonah_daily,daily,jonah,body,soul,right,4,252387,left,0.0
6a1b7ab1165d4354b5e8b718:46:2,6a1b7ab1165d4354b5e8b718,46,2,maya_daily,daily,maya,baseline,soul,left,10,70500,left,1.0
6695360f96ecb0ec51bdbf5e:19:1,6695360f96ecb0ec51bdbf5e,19,1,jonah_task,task,jonah,soul,baseline,right,10,278265,left,0.0
6a00297ff9c814c9d89abd9d:30:0,6a00297ff9c814c9d89abd9d,30,0,alex_daily,daily,alex,mind,baseline,right,4,441736,left,0.0
6a1b7ab1165d4354b5e8b718:46:3,6a1b7ab1165d4354b5e8b718,46,3,maya_task,task,maya,soul,mind,right,7,158201,left,0.0
695fe101e718a910de31cbab:17:1,695fe101e718a910de31cbab,17,1,jonah_task,task,jonah,mind,baseline,right,4,225350,left,0.0
6a16e48625a8729b8578bbaa:12:0,6a16e48625a8729b8578bbaa,12,0,jonah_daily,daily,jonah,soul,baseline,right,2,564922,left,0.0
6695360f96ecb0ec51bdbf5e:19:2,6695360f96ecb0ec51bdbf5e,19,2,priya_daily,daily,priya,mind,soul,right,9,116190,left,0.0
67d005ea50e8bd0c72618dfa:41:0,67d005ea50e8bd0c72618dfa,41,0,serena_daily,daily,serena,body,baseline,right,1,241978,left,0.0
69dd7318e7ae811c9680e041:49:0,69dd7318e7ae811c9680e041,49,0,serena_daily,daily,serena,full,soul,right,6,385987,left,0.0
6695360f96ecb0ec51bdbf5e:19:3,6695360f96ecb0ec51bdbf5e,19,3,priya_task,task,priya,full,body,left,10,62744,left,1.0
6a1b7ab1165d4354b5e8b718:46:4,6a1b7ab1165d4354b5e8b718,46,4,jonah_daily,daily,jonah,body,full,right,7,141564,left,0.0
6a02eed302264dff7a9586fc:38:0,6a02eed302264dff7a9586fc,38,0,alex_daily,daily,alex,full,body,left,10,136914,left,1.0
67d005ea50e8bd0c72618dfa:41:1,67d005ea50e8bd0c72618dfa,41,1,serena_task,task,serena,mind,body,left,10,128869,left,1.0
6a1b7ab1165d4354b5e8b718:46:5,6a1b7ab1165d4354b5e8b718,46,5,jonah_task,task,jonah,body,baseline,right,6,54346,left,0.0
6a02eed302264dff7a9586fc:38:1,6a02eed302264dff7a9586fc,38,1,alex_task,task,alex,baseline,body,right,8,55174,left,0.0
6695360f96ecb0ec51bdbf5e:19:4,6695360f96ecb0ec51bdbf5e,19,4,alex_daily,daily,alex,baseline,body,left,10,117814,left,1.0
69f24e38225e04f9d1ea49f4:47:0,69f24e38225e04f9d1ea49f4,47,0,serena_daily,daily,serena,soul,body,right,8,393019,left,0.0
695fe101e718a910de31cbab:17:2,695fe101e718a910de31cbab,17,2,priya_daily,daily,priya,baseline,full,right,1,239226,left,0.0
6a02eed302264dff7a9586fc:38:2,6a02eed302264dff7a9586fc,38,2,serena_daily,daily,serena,body,mind,left,10,61490,left,1.0
67d005ea50e8bd0c72618dfa:41:2,67d005ea50e8bd0c72618dfa,41,2,maya_daily,daily,maya,soul,body,left,8,88864,left,1.0
60843a5bac9fbcc4a389cf29:8:0,60843a5bac9fbcc4a389cf29,8,0,maya_daily,daily,maya,body,full,right,6,404499,left,0.0
6695360f96ecb0ec51bdbf5e:19:5,6695360f96ecb0ec51bdbf5e,19,5,alex_task,task,alex,body,mind,left,10,95566,left,1.0
69dd7318e7ae811c9680e041:49:1,69dd7318e7ae811c9680e041,49,1,serena_task,task,serena,baseline,soul,left,10,223087,left,1.0
6a02eed302264dff7a9586fc:38:3,6a02eed302264dff7a9586fc,38,3,serena_task,task,serena,body,soul,left,9,71454,left,1.0
67d005ea50e8bd0c72618dfa:41:3,67d005ea50e8bd0c72618dfa,41,3,maya_task,task,maya,baseline,mind,left,10,73575,left,1.0
6a229a63b2044a3b6694cdf5:32:0,6a229a63b2044a3b6694cdf5,32,0,alex_daily,daily,alex,soul,baseline,right,6,769760,left,0.0
67c045fa5074c5500ca40e76:42:0,67c045fa5074c5500ca40e76,42,0,serena_daily,daily,serena,baseline,soul,left,8,315305,left,1.0
69f24e38225e04f9d1ea49f4:47:1,69f24e38225e04f9d1ea49f4,47,1,serena_task,task,serena,baseline,mind,right,7,186698,left,0.0
695fe101e718a910de31cbab:17:3,695fe101e718a910de31cbab,17,3,priya_task,task,priya,full,mind,right,5,179888,left,0.0
6a02eed302264dff7a9586fc:38:4,6a02eed302264dff7a9586fc,38,4,maya_daily,daily,maya,mind,baseline,left,10,92242,left,1.0
6a00297ff9c814c9d89abd9d:30:1,6a00297ff9c814c9d89abd9d,30,1,alex_task,task,alex,baseline,full,left,7,455155,left,1.0
69f24e38225e04f9d1ea49f4:47:2,69f24e38225e04f9d1ea49f4,47,2,maya_daily,daily,maya,full,baseline,left,9,63933,left,1.0
67d005ea50e8bd0c72618dfa:41:4,67d005ea50e8bd0c72618dfa,41,4,jonah_daily,daily,jonah,full,baseline,right,6,140407,left,0.0
6a02eed302264dff7a9586fc:38:5,6a02eed302264dff7a9586fc,38,5,maya_task,task,maya,baseline,full,right,7,61624,left,0.0
6a1e0c3ca12895b8ceb08628:23:0,6a1e0c3ca12895b8ceb08628,23,0,priya_daily,daily,priya,full,baseline,right,3,52389,left,0.0
60843a5bac9fbcc4a389cf29:8:1,60843a5bac9fbcc4a389cf29,8,1,maya_task,task,maya,body,baseline,right,7,201442,left,0.0
69f24e38225e04f9d1ea49f4:47:3,69f24e38225e04f9d1ea49f4,47,3,maya_task,task,maya,mind,full,right,8,47200,left,0.0
67d005ea50e8bd0c72618dfa:41:5,67d005ea50e8bd0c72618dfa,41,5,jonah_task,task,jonah,mind,full,right,7,74953,left,0.0
6984afed1eac95dcf5fbe02d:25:0,6984afed1eac95dcf5fbe02d,25,0,priya_daily,daily,priya,soul,mind,right,4,179927,left,0.0
695fe101e718a910de31cbab:17:4,695fe101e718a910de31cbab,17,4,alex_daily,daily,alex,soul,full,left,9,191748,left,1.0
6a1e0c3ca12895b8ceb08628:23:1,6a1e0c3ca12895b8ceb08628,23,1,priya_task,task,priya,mind,full,right,4,124789,left,0.0
69f24e38225e04f9d1ea49f4:47:4,69f24e38225e04f9d1ea49f4,47,4,jonah_daily,daily,jonah,full,soul,left,9,109152,left,1.0
6a00297ff9c814c9d89abd9d:30:2,6a00297ff9c814c9d89abd9d,30,2,serena_daily,daily,serena,full,mind,right,5,206453,left,0.0
60843a5bac9fbcc4a389cf29:8:2,60843a5bac9fbcc4a389cf29,8,2,jonah_daily,daily,jonah,mind,body,left,10,128508,left,1.0
6a16e48625a8729b8578bbaa:12:1,6a16e48625a8729b8578bbaa,12,1,jonah_task,task,jonah,mind,soul,left,10,656596,left,1.0
69f24e38225e04f9d1ea49f4:47:5,69f24e38225e04f9d1ea49f4,47,5,jonah_task,task,jonah,baseline,soul,left,9,48542,left,1.0
67c045fa5074c5500ca40e76:42:1,67c045fa5074c5500ca40e76,42,1,serena_task,task,serena,soul,mind,right,5,358540,left,0.0
6a1e0c3ca12895b8ceb08628:23:2,6a1e0c3ca12895b8ceb08628,23,2,alex_daily,daily,alex,full,soul,left,5,107694,left,1.0
695fe101e718a910de31cbab:17:5,695fe101e718a910de31cbab,17,5,alex_task,task,alex,soul,baseline,right,4,144729,left,0.0
6984afed1eac95dcf5fbe02d:25:1,6984afed1eac95dcf5fbe02d,25,1,priya_task,task,priya,body,full,left,10,164868,left,1.0
6a1e0c3ca12895b8ceb08628:23:3,6a1e0c3ca12895b8ceb08628,23,3,alex_task,task,alex,baseline,soul,left,5,46133,left,1.0
60843a5bac9fbcc4a389cf29:8:3,60843a5bac9fbcc4a389cf29,8,3,jonah_task,task,jonah,soul,body,left,8,166885,left,1.0
6a00297ff9c814c9d89abd9d:30:3,6a00297ff9c814c9d89abd9d,30,3,serena_task,task,serena,soul,full,right,4,195010,left,0.0
6a1e0c3ca12895b8ceb08628:23:4,6a1e0c3ca12895b8ceb08628,23,4,serena_daily,daily,serena,soul,mind,right,4,55465,left,0.0
6984afed1eac95dcf5fbe02d:25:2,6984afed1eac95dcf5fbe02d,25,2,alex_daily,daily,alex,body,baseline,right,1,129948,left,0.0
6a1e0c3ca12895b8ceb08628:23:5,6a1e0c3ca12895b8ceb08628,23,5,serena_task,task,serena,body,full,right,5,45879,left,0.0
67c045fa5074c5500ca40e76:42:2,67c045fa5074c5500ca40e76,42,2,maya_daily,daily,maya,body,full,right,6,177965,left,0.0
6a229a63b2044a3b6694cdf5:32:1,6a229a63b2044a3b6694cdf5,32,1,alex_task,task,alex,mind,soul,left,10,565849,left,1.0
6984afed1eac95dcf5fbe02d:25:3,6984afed1eac95dcf5fbe02d,25,3,alex_task,task,alex,mind,body,right,2,48031,left,0.0
6a1ec58eae120dd45d44bfbb:25:0,6a1ec58eae120dd45d44bfbb,25,0,priya_daily,daily,priya,mind,soul,left,7,82191,right,0.0
5eab170759f5390b776df5a1:15:0,5eab170759f5390b776df5a1,15,0,jonah_daily,daily,jonah,soul,mind,right,8,118721,right,1.0
6a1ec58eae120dd45d44bfbb:25:1,6a1ec58eae120dd45d44bfbb,25,1,priya_task,task,priya,full,body,left,7,75165,right,0.0
6a05d361e5c107c390a6e223:8:0,6a05d361e5c107c390a6e223,8,0,maya_daily,daily,maya,full,body,right,7,173608,right,1.0
69d7d67fd30867b10fb7e5b5:47:0,69d7d67fd30867b10fb7e5b5,47,0,serena_daily,daily,serena,body,soul,right,3,177527,right,1.0
61320873b568fa35a206c2b8:13:0,61320873b568fa35a206c2b8,13,0,jonah_daily,daily,jonah,full,baseline,left,6,99437,right,0.0
6a1d972aaf5d8856c4a31881:10:0,6a1d972aaf5d8856c4a31881,10,0,jonah_daily,daily,jonah,baseline,mind,right,9,429282,right,1.0
5eab170759f5390b776df5a1:15:1,5eab170759f5390b776df5a1,15,1,jonah_task,task,jonah,body,full,right,7,110545,right,1.0
6a1ec58eae120dd45d44bfbb:25:2,6a1ec58eae120dd45d44bfbb,25,2,alex_daily,daily,alex,baseline,body,right,9,65380,right,1.0
69d7d67fd30867b10fb7e5b5:47:1,69d7d67fd30867b10fb7e5b5,47,1,serena_task,task,serena,mind,baseline,right,3,62337,right,1.0
6a1ec58eae120dd45d44bfbb:25:3,6a1ec58eae120dd45d44bfbb,25,3,alex_task,task,alex,body,mind,right,9,46069,right,1.0
66a514309deb15f57d445c34:32:0,66a514309deb15f57d445c34,32,0,alex_daily,daily,alex,baseline,soul,right,10,157992,right,1.0
60e282f9202a8126e2ea0315:43:0,60e282f9202a8126e2ea0315,43,0,serena_daily,daily,serena,baseline,full,left,5,84109,right,0.0
69d7d67fd30867b10fb7e5b5:47:2,69d7d67fd30867b10fb7e5b5,47,2,maya_daily,daily,maya,baseline,full,right,6,56351,right,1.0
61320873b568fa35a206c2b8:13:1,61320873b568fa35a206c2b8,13,1,jonah_task,task,jonah,mind,full,right,8,96255,right,1.0
96606ca59fd9ef230d2197ce0:42:0,96606ca59fd9ef230d2197ce0,42,0,serena_daily,daily,serena,soul,baseline,left,2,135377,right,0.0
696b7e276cb4276753bcad40:24:0,696b7e276cb4276753bcad40,24,0,priya_daily,daily,priya,body,mind,left,6,304215,right,0.0
5ec14b142a92684125500c16:35:0,5ec14b142a92684125500c16,35,0,alex_daily,daily,alex,soul,mind,right,8,163291,right,1.0
6a05d361e5c107c390a6e223:8:1,6a05d361e5c107c390a6e223,8,1,maya_task,task,maya,baseline,body,left,4,149143,right,0.0
67e84556ca4ec6016a518cc4:39:0,67e84556ca4ec6016a518cc4,39,0,alex_daily,daily,alex,full,soul,right,9,207881,right,1.0
5eab170759f5390b776df5a1:15:2,5eab170759f5390b776df5a1,15,2,priya_daily,daily,priya,body,baseline,left,6,104955,right,0.0
6a1ec58eae120dd45d44bfbb:25:4,6a1ec58eae120dd45d44bfbb,25,4,serena_daily,daily,serena,body,soul,left,5,74109,right,0.0
6671902d786a7b551e3fbeff:25:0,6671902d786a7b551e3fbeff,25,0,priya_daily,daily,priya,mind,soul,right,9,191599,right,1.0
60e282f9202a8126e2ea0315:43:1,60e282f9202a8126e2ea0315,43,1,serena_task,task,serena,full,mind,left,5,69042,right,0.0
6980d3dbbb600a842714b4bb:30:0,6980d3dbbb600a842714b4bb,30,0,alex_daily,daily,alex,baseline,mind,left,6,315825,right,0.0
61320873b568fa35a206c2b8:13:2,61320873b568fa35a206c2b8,13,2,priya_daily,daily,priya,full,soul,right,7,74347,right,1.0
6a09175feec337179e25e261:3:0,6a09175feec337179e25e261,3,0,maya_daily,daily,maya,baseline,full,right,5,57107,right,1.0
5ec14b142a92684125500c16:35:1,5ec14b142a92684125500c16,35,1,alex_task,task,alex,body,full,right,8,73339,right,1.0
5eab170759f5390b776df5a1:15:3,5eab170759f5390b776df5a1,15,3,priya_task,task,priya,mind,body,right,10,60656,right,1.0
6a1ec58eae120dd45d44bfbb:25:5,6a1ec58eae120dd45d44bfbb,25,5,serena_task,task,serena,mind,baseline,left,8,49071,right,0.0
